Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,Sales
Apple,Ultrabook,8,1.37,11.59626611,0,1,226.9830047,Intel Core i5,0,512,Intel,Mac,48246
Dell,2 in 1 Convertible,8,2.08,10.68364511,1,1,141.2119981,Intel Core i7,1000,0,Intel,Windows,29238
Asus,Gaming,16,4.3,11.47054726,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25953
Asus,Notebook,4,1.68,10.12616379,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,20233
Lenovo,2 in 1 Convertible,8,1.37,11.49796126,1,1,158.4825302,Intel Core i7,0,512,Intel,Windows,32924
Acer,Notebook,4,3,10.52949443,0,1,127.3356746,Intel Core i3,0,256,Nvidia,Windows,26164
Dell,Ultrabook,8,1.41,10.83096982,0,0,165.6321181,Intel Core i5,0,256,Intel,Windows,34675
HP,Notebook,8,1.91,10.07565574,0,0,100.4546699,AMD Processor,0,128,AMD,Windows,20244
HP,Notebook,16,2.9,10.94064137,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,26072
MSI,Gaming,16,4.14,11.79920696,0,0,127.3356746,Intel Core i7,1000,512,Nvidia,Windows,25880
Lenovo,2 in 1 Convertible,8,2,11.41335615,1,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29074
Dell,Notebook,8,2.8,11.01609742,0,0,127.3356746,Intel Core i7,1000,128,AMD,Windows,26055
Lenovo,Notebook,4,2.2,10.07138559,0,0,141.2119981,Intel Core i3,0,256,Intel,Others,29375
HP,Notebook,4,2.1,10.55758617,0,1,141.2119981,Intel Core i5,500,0,Intel,Windows,29266
Dell,Notebook,4,2.18,10.46324504,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,29287
Dell,Notebook,8,2.24,10.31238676,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,29321
Dell,2 in 1 Convertible,8,2.67,10.65892197,1,0,141.2119981,Intel Core i5,0,256,Intel,Windows,29243
Asus,2 in 1 Convertible,8,1.1,11.28811452,1,0,165.6321181,Intel Core i7,0,1024,Intel,Windows,34573
Lenovo,Notebook,4,2.2,10.12189028,0,0,141.2119981,Intel Core i5,1000,0,Intel,Others,29364
HP,Notebook,8,2.5,10.90115622,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,26081
Lenovo,Notebook,8,2.05,10.75548293,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,29222
Apple,Ultrabook,8,1.37,11.5556994,0,1,226.9830047,Intel Core i5,0,512,Intel,Mac,48255
Asus,Gaming,16,3.2,11.32092587,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows,25987
Dell,Notebook,8,2.14,10.57552676,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,29262
Lenovo,2 in 1 Convertible,16,1.36,11.79920696,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows,44352
Toshiba,Notebook,8,2.2,10.67506137,0,0,100.4546699,Intel Core i7,500,0,Nvidia,Windows,20110
Dell,Notebook,12,2.3,10.54514062,0,0,100.4546699,Intel Core i7,1000,0,Intel,Windows,20139
Dell,Notebook,8,2.8,10.97771698,0,0,127.3356746,Intel Core i7,1000,128,AMD,Others,26064
Acer,Notebook,8,2.2,10.58894524,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,29259
Lenovo,Notebook,4,2.8,10.16792352,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,21491
Lenovo,Notebook,8,2.8,10.71962021,0,0,127.3356746,Intel Core i7,2000,0,Nvidia,Others,26121
Lenovo,Notebook,6,2.8,10.73132995,0,0,106.1130621,Intel Core i7,1000,128,Nvidia,Windows,21365
Dell,Notebook,4,2.25,10.03468422,0,0,141.2119981,Intel Core i3,1000,0,AMD,Others,29383
Lenovo,Gaming,8,2.5,10.69578118,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29235
Lenovo,Notebook,6,2.2,10.3368635,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,29316
Acer,Notebook,8,3,10.83307509,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29204
Acer,Notebook,12,2.15,10.46628456,1,1,141.2119981,Intel Core i7,1000,0,Intel,Windows,29287
Lenovo,Notebook,8,1.95,10.97589549,0,1,141.2119981,Intel Core i7,0,256,Intel,Windows,29172
Asus,Ultrabook,8,1.7,10.86004768,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29198
Lenovo,Gaming,16,2.5,11.04798293,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,29156
Lenovo,Notebook,8,2.2,10.46629974,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,29287
Acer,Notebook,2,2.19,9.268865851,0,0,100.4546699,Other Intel Processor,0,16,Intel,Others,20425
Asus,Gaming,8,3,11.05474542,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,26046
HP,Notebook,8,2.54,10.16792352,0,0,106.1130621,Intel Core i3,1000,0,Intel,Windows,21491
Dell,Notebook,8,2,11.48708567,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29058
Lenovo,Notebook,8,2.05,10.58085895,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,29261
Lenovo,Gaming,8,3.2,11.14491104,0,1,141.2119981,Intel Core i7,1000,0,Nvidia,Windows,29135
Acer,Notebook,8,2.5,10.86209267,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others,29198
Dell,Workstation,16,3.42,11.94279268,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,25848
Lenovo,Notebook,6,2.4,10.18816712,0,0,141.2119981,AMD Processor,1000,0,AMD,Windows,29349
Asus,Ultrabook,16,1.63,11.26721724,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29107
Asus,Notebook,4,1.3,10.20800904,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows,22786
Asus,Gaming,16,2.9,11.63567535,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25916
Lenovo,Notebook,6,2.8,10.45099374,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows,21428
Lenovo,Notebook,8,2.2,10.28365947,0,0,100.4546699,Intel Core i5,2000,0,Nvidia,Others,20198
Asus,Gaming,8,2.5,11.11838843,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29140
Lenovo,Notebook,4,2.2,9.86163728,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,20292
HP,2 in 1 Convertible,16,1.28,11.5638847,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,34511
Toshiba,Notebook,8,2.2,10.92541748,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29184
Lenovo,Notebook,8,2.3,10.68364511,0,0,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,29238
HP,Notebook,4,1.86,10.12616379,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,29363
Lenovo,Notebook,8,1.1,10.8823158,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34663
Dell,Ultrabook,16,1.21,11.79920696,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows,71560
MSI,Gaming,16,2.8,11.62477735,0,1,141.2119981,Intel Core i7,1000,256,Nvidia,Windows,29027
Acer,Notebook,8,2.23,10.12616379,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,29363
Asus,2 in 1 Convertible,2,1.1,9.592332124,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,28112
Dell,Notebook,8,2.33,10.71371352,0,0,141.2119981,Intel Core i5,1000,128,AMD,Windows,29231
HP,2 in 1 Convertible,16,1.29,11.77899608,1,1,331.2642361,Intel Core i7,0,1000,Intel,Windows,71564
Lenovo,Notebook,4,1.45,10.1065701,0,0,117.8265301,Other Intel Processor,0,0,Intel,Others,24129
HP,Notebook,8,1.95,10.8631136,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32813
Acer,Notebook,4,1.4,10.15970992,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,27985
HP,Notebook,8,1.48,11.13950771,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,32751
Lenovo,Notebook,4,2.79,10.35398721,0,0,106.1130621,Intel Core i5,1000,0,Nvidia,Windows,21450
Asus,Notebook,8,2,10.97315701,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,32788
HP,Notebook,8,2.1,10.78017555,0,1,100.4546699,Intel Core i7,1000,0,Intel,Windows,20087
Acer,Notebook,8,2.2,10.46628456,0,0,100.4546699,AMD Processor,0,256,AMD,Windows,20157
Lenovo,Notebook,4,1.44,9.652314829,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,22911
Acer,Notebook,6,2.23,10.28365947,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,20198
Asus,Ultrabook,8,1.7,10.93201123,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29182
HP,Ultrabook,8,1.26,11.1722476,0,0,176.2325736,Intel Core i7,0,256,Intel,Windows,36973
Dell,Notebook,32,2.06,11.85371636,1,0,282.4239962,Intel Core i7,0,1000,Nvidia,Windows,60607
MSI,Gaming,8,2.7,11.06480418,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,26044
Toshiba,Notebook,8,2,10.82462731,0,1,141.2119981,Intel Core i5,0,256,Intel,Windows,29206
Asus,Notebook,8,2,11.17149825,0,0,157.3505121,Intel Core i7,1000,256,Intel,Windows,32744
Lenovo,Notebook,4,1.85,10.08258391,0,0,141.2119981,Intel Core i3,1000,0,Intel,Windows,29372
Asus,Gaming,8,2.5,10.8823158,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29193
HP,Notebook,8,1.48,11.12075716,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32755
Dell,Ultrabook,8,1.9,10.93115363,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Windows,29182
HP,Notebook,8,1.84,11.0178472,0,0,141.2119981,Intel Core i5,0,256,Intel,Windows,29163
Asus,Notebook,4,2,9.59229576,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,20353
Dell,Notebook,8,2,11.01675394,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29163
Dell,Notebook,4,2.2,9.591968421,0,0,100.4546699,Other Intel Processor,500,0,Intel,Others,20353
Lenovo,Notebook,12,2.2,10.77684406,0,0,141.2119981,AMD Processor,2000,0,AMD,Windows,29217
HP,Notebook,8,2.1,10.54924119,0,1,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,29268
Lenovo,2 in 1 Convertible,16,1.4,11.62477735,1,1,316.9650604,Intel Core i7,0,512,Intel,Windows,68396
Dell,Ultrabook,8,1.2,11.34010804,0,0,165.6321181,Intel Core i7,0,256,Intel,Windows,34561
Lenovo,Gaming,16,2.4,11.00464859,0,1,141.2119981,Intel Core i7,2000,256,Nvidia,Windows,29166
HP,Notebook,2,1.44,9.606772808,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,22921
Dell,Ultrabook,16,1.88,11.3582826,0,0,141.2119981,Intel Core i7,0,768,Intel,Windows,29087
Asus,2 in 1 Convertible,4,1.5,9.902487052,1,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,28042
Dell,Ultrabook,8,1.9,10.47233602,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,29285
Dell,Notebook,16,2.06,11.59008035,1,0,282.4239962,Intel Core i7,0,512,Nvidia,Windows,60666
HP,Notebook,8,1.84,11.14875277,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,29134
MSI,Gaming,8,2.7,11.22619654,0,0,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,26008
HP,Workstation,8,2.6,11.43620667,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29069
Toshiba,Notebook,16,2.4,11.22192911,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29117
Dell,Notebook,8,2.02,10.8537845,0,0,141.2119981,Intel Core i7,2000,128,AMD,Windows,29200
Lenovo,Notebook,4,2.2,9.750081515,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Others,20317
Dell,Gaming,8,2.65,10.8823158,0,0,141.2119981,Intel Core i5,1000,0,Nvidia,Windows,29193
Dell,Notebook,8,2.36,10.29879032,1,0,100.4546699,Intel Core i5,2000,0,Intel,Windows,20194
Dell,Notebook,8,1.36,11.23889064,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32729
HP,Notebook,4,1.86,10.06006044,0,0,100.4546699,Intel Core i3,500,0,Intel,Windows,20248
Asus,Notebook,8,2,10.82674595,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32821
Lenovo,Notebook,6,2.8,10.55342238,0,0,106.1130621,Intel Core i5,1000,128,Nvidia,Windows,21405
HP,Notebook,8,1.86,10.43546548,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,29293
Lenovo,Notebook,8,2.2,10.18816712,0,0,100.4546699,Intel Core i3,0,256,Nvidia,Others,20219
HP,Notebook,8,2.04,9.93914037,0,0,100.4546699,Other Intel Processor,2000,0,Intel,Windows,20275
Dell,Notebook,8,2.8,10.96489629,0,0,127.3356746,Intel Core i5,1000,128,AMD,Windows,26067
Lenovo,Gaming,8,2.4,10.67135994,0,1,141.2119981,Intel Core i5,1000,128,Nvidia,Others,29241
Dell,Notebook,8,2.33,10.77684406,0,0,141.2119981,Intel Core i7,0,256,AMD,Windows,29217
HP,Ultrabook,8,1.36,11.44293209,0,1,157.3505121,Intel Core i7,0,256,Intel,Windows,32683
Asus,2 in 1 Convertible,12,2.26,10.97771698,1,0,141.2119981,Intel Core i7,2000,512,Nvidia,Windows,29172
Acer,Notebook,4,2.1,10.03000037,0,0,100.4546699,AMD Processor,0,128,AMD,Windows,20255
Asus,Gaming,16,3.25,11.67131902,0,1,127.3356746,AMD Processor,1000,256,AMD,Windows,25908
Lenovo,Notebook,4,2.6,10.16792352,0,0,106.1130621,AMD Processor,0,128,AMD,Windows,21491
Dell,2 in 1 Convertible,8,1.62,10.74291566,1,0,165.6321181,Intel Core i7,0,256,Intel,Windows,34695
HP,Notebook,4,1.91,10.16790307,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,29353
Lenovo,Netbook,4,1.59,10.29091903,0,1,135.0942112,Other Intel Processor,0,128,Intel,Windows,27955
Dell,Notebook,4,1.8,9.708902303,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,20327
Asus,Notebook,4,1.5,9.631552837,0,0,111.9352036,Other Intel Processor,0,0,Intel,Windows,22916
Acer,Notebook,8,2.4,10.71608039,0,0,141.2119981,Intel Core i7,1000,0,Nvidia,Others,29231
HP,Gaming,8,3.35,11.0581096,0,1,127.3356746,Intel Core i7,1000,128,Nvidia,Windows,26046
Lenovo,Notebook,4,1.85,9.975737514,0,0,141.2119981,Intel Core i3,0,128,Intel,Others,29396
Asus,Gaming,8,2.3,11.38711731,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29080
Lenovo,Notebook,8,1.5,10.97771698,0,1,157.3505121,Intel Core i5,0,256,Nvidia,Windows,32787
Asus,Ultrabook,16,1.1,11.44230332,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,34538
Lenovo,Ultrabook,8,1.13,11.70836856,0,1,209.8006829,Intel Core i7,0,512,Intel,Windows,44372
Lenovo,Notebook,4,1.5,10.28365947,0,1,165.6321181,Intel Core i3,0,128,Intel,Windows,34798
Dell,Workstation,8,2.23,11.19739685,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,29123
Dell,Workstation,8,2,11.64178295,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29023
Lenovo,2 in 1 Convertible,16,1.42,11.80320057,1,0,209.8006829,Intel Core i7,0,512,Intel,Windows,44351
Asus,Gaming,8,3,10.92157502,0,0,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,26076
Asus,Gaming,16,3,11.34767905,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25981
Acer,Notebook,12,2.2,10.51801858,0,1,100.4546699,Intel Core i5,1000,0,Nvidia,Windows,20145
MSI,Gaming,8,2.7,11.18267988,0,0,127.3356746,Intel Core i7,0,256,Nvidia,Windows,26018
Dell,Notebook,8,2.33,10.63340518,0,0,141.2119981,Intel Core i7,0,256,AMD,Others,29249
HP,Ultrabook,4,1.91,10.18816712,0,0,141.2119981,AMD Processor,0,256,AMD,Windows,29349
Lenovo,Notebook,8,2.1,11.08997269,0,1,141.2119981,Intel Core i7,0,256,AMD,Windows,29147
Lenovo,Notebook,8,1.9,10.81931098,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,32822
Dell,Workstation,8,1.78,11.88100268,1,0,282.4239962,Intel Core i7,0,256,Nvidia,Windows,60601
Lenovo,Ultrabook,16,1.13,11.8483972,0,1,209.8006829,Intel Core i7,0,1000,Intel,Windows,44341
Lenovo,Notebook,4,2.2,9.699146128,0,0,100.4546699,Other Intel Processor,1000,0,Intel,Windows,20329
Asus,Gaming,16,2.9,11.30793023,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25990
Lenovo,Notebook,8,2.1,11.01828417,0,1,141.2119981,Intel Core i5,1000,256,AMD,Windows,29163
Acer,Notebook,8,2.5,10.75434592,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Others,29222
MSI,Gaming,16,2.8,11.69380198,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25903
Asus,Ultrabook,8,1.1,11.51085773,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,32668
Toshiba,Ultrabook,16,1.2,11.44121634,0,0,165.6321181,Intel Core i7,0,512,Intel,Windows,34538
Dell,Ultrabook,8,1.36,11.4021101,0,0,157.3505121,Intel Core i7,0,512,Intel,Windows,32692
Lenovo,Notebook,4,2.2,9.989276182,0,0,141.2119981,Intel Core i3,500,0,Intel,Windows,29393
Lenovo,Notebook,2,1.15,9.694067896,0,0,135.0942112,Other Intel Processor,0,0,Intel,Windows,28089
Lenovo,Workstation,8,2.67,11.53824227,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29046
Lenovo,Ultrabook,8,1.7,11.54754948,0,1,209.8006829,Intel Core i7,0,512,Nvidia,Windows,44408
HP,Notebook,4,2.1,10.12616379,0,0,141.2119981,Intel Core i3,1000,0,AMD,Windows,29363
Acer,2 in 1 Convertible,8,1.6,10.64634002,1,1,165.6321181,Intel Core i7,0,256,Intel,Windows,34716
Asus,2 in 1 Convertible,8,1.27,10.80859276,1,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34680
Dell,Notebook,4,2.3,10.37065567,0,0,141.2119981,Intel Core i5,0,256,AMD,Others,29308
Dell,Notebook,4,1.65,10.5108023,0,0,117.8265301,Intel Core i3,0,128,Intel,Windows,24038
HP,Ultrabook,8,1.43,11.28878141,0,0,157.3505121,Intel Core i7,0,256,Intel,Windows,32717
Dell,Notebook,8,2.14,10.26703757,0,0,100.4546699,Intel Core i5,1000,0,Intel,Windows,20202
Lenovo,Ultrabook,8,1.75,11.07837309,0,1,157.3505121,Intel Core i7,0,256,AMD,Windows,32764
Lenovo,2 in 1 Convertible,16,2,11.52464374,1,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows,60681
Chuwi,Notebook,6,1.4,10.08258391,0,1,267.338436,Other Intel Processor,0,0,Intel,Windows,57625
HP,Notebook,8,2.31,11.23889064,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,29113
Asus,Notebook,8,2.3,10.36747814,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Others,29309
Dell,Gaming,16,4.42,11.91257852,0,1,169.7808994,Intel Core i7,1000,256,Nvidia,Windows,35362
Dell,Gaming,8,2.62,11.03087387,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29160
Dell,Notebook,8,2.02,11.01644762,0,0,141.2119981,Intel Core i7,2000,256,AMD,Windows,29163
Dell,Ultrabook,8,1.6,10.97771698,0,0,157.3505121,Intel Core i7,0,256,Intel,Others,32787
HP,Gaming,12,3.35,11.57596336,0,0,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,25930
Mediacom,2 in 1 Convertible,4,1.16,9.6760046,1,1,189.9057905,Other Intel Processor,0,32,Intel,Windows,40371
Samsung,Netbook,4,1.15,9.570272406,0,0,135.0942112,Other Intel Processor,0,0,Intel,Others,28117
Lenovo,Notebook,8,1.4,10.89326664,0,1,165.6321181,Intel Core i7,0,256,Intel,Windows,34661
Lenovo,Notebook,4,1.7,10.37082262,0,1,157.3505121,Intel Core i3,0,128,Intel,Windows,32923
Lenovo,Workstation,16,2.3,11.77736143,0,1,282.4239962,Intel Core i7,0,512,Nvidia,Windows,60624
Lenovo,Notebook,16,2.5,11.77899608,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,28992
Asus,Gaming,8,3.2,11.41099905,0,0,127.3356746,AMD Processor,1000,256,AMD,Windows,25967
HP,Notebook,4,2.1,9.824885806,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,20301
Google,Ultrabook,16,1.1,11.67131902,1,0,234.5074,Intel Core i7,0,512,Intel,Others,49915
Lenovo,Ultrabook,24,1.32,11.75125678,0,0,209.8006829,Intel Core i7,0,512,Intel,Windows,44363
Asus,Notebook,4,2,10.3017105,0,0,141.2119981,Intel Core i5,0,256,Intel,Others,29323
Lenovo,Notebook,8,2.8,10.22746491,0,0,106.1130621,AMD Processor,1000,0,AMD,Windows,21478
Dell,Notebook,4,2.2,10.59430001,0,0,141.2119981,Intel Core i5,0,256,AMD,Windows,29258
Lenovo,Ultrabook,8,1.36,11.2402912,0,1,176.2325736,Intel Core i5,0,256,Intel,Windows,36958
Lenovo,Notebook,4,2.2,9.830632948,0,0,141.2119981,Other Intel Processor,0,128,Intel,Windows,29429
HP,Gaming,8,2.2,10.97771698,0,1,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29172
Dell,Notebook,8,1.64,11.04798293,0,0,157.3505121,Intel Core i5,0,256,Nvidia,Windows,32771
Acer,Notebook,4,2.4,10.06641832,0,0,100.4546699,Intel Core i5,500,0,Intel,Others,20246
Dell,Workstation,8,2.23,11.57295735,0,0,141.2119981,Other Intel Processor,1000,0,Nvidia,Windows,29039
MSI,Gaming,8,2.2,10.91067852,0,0,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29187
Microsoft,Ultrabook,16,1.25,11.83458801,1,0,200.8425599,Intel Core i7,0,512,Intel,Windows,42337
HP,Notebook,8,1.91,10.35398721,0,0,100.4546699,Intel Core i5,0,128,Intel,Windows,20182
Dell,Workstation,16,2.17,11.5638847,0,1,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29041
HP,Workstation,8,2.31,11.31119501,0,1,141.2119981,Intel Core i7,0,512,Intel,Windows,29097
Lenovo,Notebook,8,1.65,11.17971032,0,0,157.3505121,Intel Core i5,0,256,Intel,Windows,32742
Dell,Notebook,8,2.36,10.86209267,0,0,141.2119981,Intel Core i7,1000,128,AMD,Windows,29198
Dell,2 in 1 Convertible,4,1.47,10.14726162,1,0,135.0942112,Other Intel Processor,500,0,Intel,Windows,27988
Dell,Notebook,8,4.42,11.59920297,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,25924
Microsoft,Ultrabook,4,1.252,10.87225536,1,0,200.8425599,Other Intel Processor,0,128,Intel,Windows,42553
Microsoft,Ultrabook,8,1.25,11.47054726,1,0,200.8425599,Intel Core i7,0,256,Intel,Windows,42419
HP,Notebook,8,2.5,10.43687294,0,0,106.1130621,Intel Core i3,0,256,Intel,Windows,21431
Acer,Notebook,4,2.23,10.27451027,0,0,141.2119981,Intel Core i3,1000,0,Nvidia,Windows,29329
Acer,Netbook,4,1.4,10.05090706,0,0,135.0942112,Other Intel Processor,0,128,Intel,Windows,28009
Asus,Notebook,8,2.37,10.59430001,0,0,141.2119981,Intel Core i5,1000,0,Intel,Windows,29258
Lenovo,Notebook,8,1.5,10.65892197,0,1,157.3505121,Intel Core i7,0,512,AMD,Others,32858
Lenovo,Notebook,8,2.67,11.62048037,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,29028
Asus,Notebook,4,2,9.692588728,0,0,100.4546699,Other Intel Processor,500,0,Intel,Windows,20330
Acer,Notebook,4,2.2,10.12616379,0,0,100.4546699,Intel Core i3,500,0,Nvidia,Windows,20233
Dell,Notebook,8,2.02,10.6075628,0,0,141.2119981,Intel Core i5,2000,0,AMD,Windows,29255
HP,Gaming,12,3.78,11.41335615,0,1,127.3356746,Intel Core i7,1000,0,Nvidia,Windows,25966
Lenovo,Ultrabook,12,1.4,11.50281695,0,1,209.8006829,Intel Core i7,0,256,Intel,Windows,44418
HP,2 in 1 Convertible,8,1.29,11.57596336,1,1,331.2642361,Intel Core i7,0,512,Intel,Windows,71610
HP,Notebook,8,1.9,11.02655047,0,0,141.2119981,Intel Core i5,500,0,AMD,Windows,29161
Google,Ultrabook,8,1.1,11.12626248,1,0,234.5074,Intel Core i5,0,128,Intel,Others,50037
Dell,Ultrabook,8,1.42,11.49408681,1,0,165.6321181,Intel Core i5,0,256,Intel,Windows,34526
Asus,Notebook,12,2.06,11.14491104,0,1,282.4239962,Intel Core i7,1000,128,Intel,Windows,60766
Dell,Notebook,8,1.79,10.58221121,0,0,111.9352036,Intel Core i3,0,128,Intel,Windows,22703
Dell,Workstation,8,1.78,11.76211283,0,0,141.2119981,Intel Core i7,0,256,Nvidia,Windows,28996
Lenovo,Notebook,8,1.7,11.19373786,0,0,157.3505121,Intel Core i5,0,180,Intel,Windows,32739
Dell,Notebook,8,2.2,10.49027372,0,0,141.2119981,Intel Core i5,1000,0,AMD,Windows,29281
Toshiba,Notebook,8,1.05,11.39733682,0,1,165.6321181,Intel Core i5,0,256,Intel,Windows,34548
Dell,Notebook,8,2.16,11.11601407,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29141
Dell,Notebook,4,2.18,10.34990418,0,0,100.4546699,Intel Core i3,1000,0,Intel,Windows,20183
HP,Notebook,4,1.49,10.56311104,0,1,165.6321181,Intel Core i5,0,128,Intel,Windows,34735
Chuwi,Notebook,4,1.89,9.492612236,0,0,141.2119981,Other Intel Processor,0,0,Intel,Windows,29505
Lenovo,Notebook,4,2.3,10.31238676,0,0,100.4546699,Intel Core i3,0,128,Intel,Windows,20191
Lenovo,Notebook,8,1.75,10.93115363,0,1,157.3505121,Intel Core i5,0,256,Intel,Windows,32797
Dell,Workstation,16,2.17,11.73261217,0,1,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29003
Dell,Notebook,16,2.06,11.52464374,0,0,141.2119981,Intel Core i7,0,512,Nvidia,Windows,29049
Lenovo,Ultrabook,16,1.36,11.46999124,0,1,176.2325736,Intel Core i7,0,512,Intel,Windows,36906
Asus,Ultrabook,16,0.91,11.55114568,0,0,176.2325736,Intel Core i7,0,512,Intel,Windows,36888
Lenovo,Notebook,8,2.3,10.89523499,0,1,141.2119981,Intel Core i5,0,256,Nvidia,Windows,29190
Toshiba,Ultrabook,32,1.05,11.91257852,1,0,165.6321181,Intel Core i7,0,512,Intel,Windows,34433
Asus,Gaming,8,1.99,11.1834209,0,0,141.2119981,Intel Core i7,1000,128,Nvidia,Windows,29126
Acer,Notebook,8,2.2,10.3368635,0,0,100.4546699,AMD Processor,1000,0,AMD,Windows,20186
Asus,Gaming,24,4.33,11.12154549,1,1,127.3356746,Intel Core i7,1000,256,Nvidia,Windows,26031
Lenovo,Ultrabook,8,1.3,10.97771698,0,1,125.367428,Intel Core i5,0,180,Intel,Windows,25623
Lenovo,Notebook,8,2.17,10.77673282,0,0,141.2119981,Intel Core i7,0,256,Intel,Windows,29217
